Status,# Rooms,Area (m²),# Car Spots,Condominium Fee (BRL),City,Neighborhood,Price (BRL)
1138,For sale,3.0,80.0,2.0,0.0,Recife,Boa Viagem,520000.0
1139,,,230.0,,0.0,Jaboatão dos Guararapes,Marcos Freire,320000.0
1140,,,360.0,,,Gravatá,Porta Florada,5997900.0
1141,For sale,4.0,114.0,2.0,1100.0,Recife,Rosarinho,780000.0
1142,For sale,,1.0,,20.0,Paulista,Maranguape I,123000.0
1143,,,144.0,,0.0,Recife,Bomba do Hemetério,18000.0
1144,For sale,2.0,62.0,,,Recife,Encruzilhada,360000.0
1145,For sale,2.0,55.0,,250.0,Jaboatão dos Guararapes,Candeias,125000.0
1146,For sale,3.0,105.0,2.0,790.0,Jaboatão dos Guararapes,Candeias,550000.0
1147,,,49.0,,987.0,Recife,Graças,595000.0
1148,For rent,,35.0,,0.0,Recife,Rosarinho,2500.0
1149,,,1015.0,,924.0,Jaboatão dos Guararapes,Manassu,350000.0
1150,For sale,4.0,225.0,3.0,1350.0,Recife,Boa Viagem,1098000.0
1151,For sale,3.0,82.0,2.0,700.0,Recife,Boa Viagem,600000.0
1152,For sale,2.0,60.0,,290.0,Caruaru,Maurício de Nassau,290000.0
1153,For sale,,42.0,,20.0,Camaragibe,Celeiro das Alegrias Futuras,123000.0
1154,For sale,4.0,200.0,2.0,300.0,Gravatá,Santana,450000.0
1155,For sale,4.0,643.0,3.0,1350.0,Recife,Jaqueira,2200000.0
1156,For sale,3.0,90.0,2.0,0.0,Recife,Boa Viagem,828000.0
1157,For sale,,34.0,,0.0,Recife,Ilha do Leite,315000.0
1158,For sale,3.0,121.0,,1150.0,Recife,Aflitos,650000.0
1159,,,132.0,,1900.0,Recife,Boa Viagem,3936.0
1160,For sale,2.0,44.0,,2.0,Jaboatão dos Guararapes,Candeias,170000.0
1161,For sale,4.0,250.0,3.0,0.0,Recife,Pina,3700000.0
1162,For sale,2.0,48.0,,0.0,Igarassu,Agamenon Magalhães,130000.0
1163,For sale,2.0,50.0,,0.0,Abreu e Lima,Desterro,145000.0
1164,For sale,4.0,170.0,2.0,0.0,Recife,Boa Viagem,900000.0
1165,For sale,4.0,124.0,3.0,0.0,Recife,Boa Viagem,1300000.0
1166,For sale,2.0,41.0,,170.0,Camaragibe,Timbí,122000.0
1167,For sale,2.0,56.0,,,Recife,Caxangá,330000.0
1168,For sale,4.0,130.0,2.0,,Recife,Boa Viagem,1150000.0
1169,For rent,4.0,175.0,3.0,,Recife,Boa Viagem,7500.0
1170,For sale,3.0,67.0,2.0,600.0,Jaboatão dos Guararapes,Piedade,0.0
1171,For rent,5.0,176.0,4.0,0.0,Recife,Madalena,6000.0
1172,For sale,3.0,0.0,,,Recife,Cordeiro,157000.0
1173,For sale,3.0,90.0,,1030.0,Recife,Imbiribeira,490000.0
1174,For sale,4.0,85.0,,90.0,Olinda,Casa Caiada,390000.0
1175,For sale,2.0,56.0,,0.0,Olinda,Casa Caiada,390000.0
1176,For sale,3.0,113.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,960000.0
1177,For sale,3.0,90.0,,700.0,Recife,Prado,420000.0
1178,For rent,2.0,45.0,,0.0,Recife,Imbiribeira,1600.0
1179,,,25.0,,430.0,Recife,Boa Viagem,1100.0
1180,For sale,3.0,158.0,,400.0,Gravatá,Alpes Suiços,510000.0
1181,For sale,4.0,215.0,4.0,2300.0,Recife,Monteiro,1650000.0
1182,For sale,3.0,67.0,2.0,600.0,Jaboatão dos Guararapes,Piedade,229000.0
1183,For sale,4.0,135.0,2.0,1.0,Recife,Ilha do Retiro,1000000.0
1184,For sale,3.0,100.0,,,Recife,Arruda,155000.0
1185,For sale,4.0,170.0,3.0,0.0,Recife,Boa Viagem,1900000.0
1186,For sale,3.0,68.0,2.0,0.0,Recife,Boa Viagem,555000.0
1187,For sale,3.0,70.0,,0.0,Recife,Várzea,500000.0
1188,For sale,3.0,109.0,2.0,0.0,Recife,Imbiribeira,1000000.0
1189,For rent,3.0,106.0,2.0,0.0,Recife,Boa Viagem,3200.0
1190,,,200.0,,0.0,São Lourenço da Mata,Centro,5000.0
1191,,,2780.0,,500.0,Gravatá,Ebenezer,170000.0
1192,For sale,4.0,130.0,2.0,1000.0,Recife,Casa Amarela,780000.0
1193,For sale,2.0,49.0,,,Jaboatão dos Guararapes,Candeias,200000.0
1194,For sale,5.0,500.0,3.0,1900.0,Gravatá,Nossa Senhora das Graças,1200000.0
1195,For sale,,34.0,,0.0,Recife,Boa Viagem,280000.0
1196,,,240.0,,0.0,Recife,Ibura,70000.0
1197,For sale,2.0,0.0,2.0,,Recife,Jardim São Paulo,170000.0
1198,For sale,2.0,56.0,,0.0,Recife,Boa Viagem,610000.0
1199,For sale,3.0,70.0,2.0,20.0,Recife,Várzea,570000.0
1200,For sale,3.0,0.0,,,Jaboatão dos Guararapes,Candeias,163000.0
1201,,,600.0,,250.0,Camaragibe,Aldeia dos Camarás,139000.0
1202,For sale,4.0,159.0,4.0,0.0,Olinda,Casa Caiada,1200000.0
1203,For sale,3.0,59.0,,500.0,Recife,Boa Viagem,419251.0
1204,For sale,3.0,82.0,,0.0,Recife,Boa Viagem,390000.0
1205,For sale,3.0,75.0,,800.0,Recife,Graças,340000.0
1206,For sale,3.0,60.0,,465.0,Recife,Tamarineira,440000.0
1207,For sale,3.0,99.0,2.0,700.0,Recife,Graças,250000.0
1208,For rent,,50.0,,0.0,Recife,Boa Viagem,1550.0
1209,For sale,5.0,578.0,,2800.0,Recife,Boa Viagem,2400000.0
1210,For sale,2.0,47.0,,,Paulista,Centro,155000.0
1211,For sale,,67.0,,1400.0,Recife,Boa Viagem,490000.0
1212,For sale,2.0,42.0,,2.0,Recife,Iputinga,229500.0
1213,For sale,3.0,95.0,2.0,0.0,Jaboatão dos Guararapes,Candeias,295000.0
1214,For rent,3.0,100.0,2.0,0.0,Recife,Madalena,4300.0
1215,For sale,4.0,300.0,3.0,1600.0,Recife,Graças,1500000.0
1216,For sale,2.0,47.0,,674.0,Recife,Tamarineira,390000.0
1217,For sale,2.0,42.0,,20.0,Recife,Imbiribeira,229000.0
1218,For rent,2.0,56.0,,311.0,Recife,Boa Viagem,2800.0
1219,For sale,5.0,268.0,4.0,0.0,Paulista,Janga,350000.0
1220,For sale,4.0,130.0,2.0,0.0,Recife,Pina,1531178.0
1221,For sale,2.0,47.0,,674.0,Recife,Tamarineira,390000.0
1222,For sale,2.0,42.0,,20.0,Recife,Imbiribeira,229000.0
1223,For rent,2.0,56.0,,311.0,Recife,Boa Viagem,2800.0
1224,For sale,5.0,268.0,4.0,0.0,Paulista,Janga,350000.0
1225,For sale,4.0,130.0,2.0,0.0,Recife,Pina,1531178.0
1226,For sale,4.0,224.0,3.0,2260.0,Recife,Boa Viagem,1600000.0
1227,For sale,4.0,125.0,3.0,,Gravatá,Gravatá Centro,350000.0
1228,,5.0,,5.0,,Gravatá,Ebenezer,
1229,For sale,2.0,51.0,,0.0,Recife,Boa Viagem,330000.0
1230,For sale,2.0,45.0,,2.0,Recife,Boa Vista,320000.0
1231,For sale,3.0,0.0,,,Jaboatão dos Guararapes,Candeias,330000.0
1232,For sale,3.0,125.0,2.0,,Recife,Boa Viagem,790000.0
1233,For sale,3.0,158.0,2.0,,Recife,Boa Viagem,730000.0
1234,For sale,3.0,97.0,,0.0,Recife,Madalena,690000.0
1235,For sale,2.0,64.0,,400.0,Recife,Iputinga,230000.0
1236,For sale,2.0,51.0,,0.0,Recife,Iputinga,291900.0
1237,For sale,5.0,575.0,5.0,1100.0,Gravatá,Porta Florada,2990000.0
1238,For sale,,40.0,,300.0,Recife,Boa Vista,145000.0
1239,For rent,,35.0,,315.0,Recife,Espinheiro,1780.0
1240,For sale,,30.0,,20.0,Ipojuca,Porto de Galinhas,339000.0
1241,For sale,3.0,80.0,,,Jaboatão dos Guararapes,Marcos Freire,230000.0
1242,For sale,2.0,44.0,,0.0,Recife,Pina,670000.0
1243,For sale,3.0,106.0,,0.0,Recife,Boa Viagem,1050000.0
1244,For sale,3.0,80.0,2.0,0.0,Recife,Boa Viagem,550000.0
1245,For sale,3.0,70.0,,,Recife,Cordeiro,445000.0
1246,For sale,4.0,140.0,2.0,0.0,Recife,Boa Viagem,1345000.0
1247,For sale,3.0,80.0,2.0,0.0,Recife,Boa Viagem,630000.0
1248,For sale,4.0,140.0,2.0,750.0,Gravatá,Ebenezer,600000.0
1249,For sale,,25.0,,20.0,Ipojuca,Porto de Galinhas,245600.0
1250,For sale,2.0,45.0,,,Paulista,Nobre,154990.0
1251,For sale,5.0,436.0,5.0,,Camaragibe,Aldeia dos Camarás,2100020.0
1252,For sale,2.0,78.0,,300.0,Jaboatão dos Guararapes,Piedade,350000.0
1253,For sale,3.0,73.0,,,Jaboatão dos Guararapes,Candeias,150000.0
1254,For sale,3.0,154.0,2.0,1320000.0,Recife,Boa Viagem,890000.0
1255,For sale,,33.0,,472.0,Recife,Parnamirim,390000.0
1256,For rent,,16.0,,0.0,Recife,Pina,1400.0
1257,For rent,2.0,,,,Recife,Mustardinha,370.0
1258,For sale,,22.0,,2.0,Ipojuca,Porto de Galinhas,255900.0
1259,For sale,3.0,120.0,2.0,1000.0,Recife,Boa Viagem,930000.0
1260,For sale,4.0,324.0,3.0,0.0,Recife,Madalena,900000.0
1261,For sale,3.0,160.0,2.0,0.0,Recife,Boa Viagem,1750000.0
1262,,,26.0,,500.0,Recife,Tamarineira,220000.0
1263,For sale,3.0,62.0,,450.0,Recife,Prado,395000.0
1264,For sale,3.0,60.0,,0.0,Recife,Tamarineira,420000.0
1265,For sale,3.0,120.0,,850.0,Recife,Espinheiro,399000.0
1266,For sale,3.0,94.0,,900.0,Recife,Madalena,595000.0
1267,For sale,4.0,250.0,,,Recife,Cordeiro,450000.0
1268,For sale,2.0,43.0,,288.0,Recife,Iputinga,270000.0
1269,For sale,3.0,200.0,5.0,0.0,Olinda,Bairro Novo,690000.0
1270,For sale,5.0,388.0,5.0,0.0,Recife,Arruda,1600000.0
1271,For sale,3.0,71.0,2.0,380.0,Jaboatão dos Guararapes,Piedade,380000.0
1272,For sale,4.0,189.0,4.0,900.0,Camaragibe,Aldeia dos Camarás,899009.0
1273,For sale,2.0,42.0,,,Jaboatão dos Guararapes,Socorro,
1274,,,6500.0,,,Recife,Boa Viagem,15000000.0
1275,For rent,3.0,84.0,,,Jaboatão dos Guararapes,Candeias,980.0
1276,For sale,2.0,0.0,,,Paulista,Centro,169000.0
1277,For sale,3.0,63.0,2.0,,Recife,Boa Viagem,599408.0
1278,For sale,2.0,48.0,,0.0,Recife,Várzea,250000.0
1279,For sale,3.0,141.0,2.0,,Recife,Casa Amarela,
1280,For rent,2.0,51.0,,,Recife,Boa Viagem,2500.0
1281,For sale,3.0,0.0,,,Jaboatão dos Guararapes,Candeias,215000.0
1282,For sale,2.0,,,210.0,Jaboatão dos Guararapes,Candeias,30000.0
1283,For sale,5.0,361.0,5.0,0.0,Jaboatão dos Guararapes,Piedade,1600000.0
1284,For sale,3.0,110.0,,925.0,Recife,Madalena,350000.0
1285,For sale,3.0,86.0,,690.0,Recife,Casa Amarela,480000.0
1286,For sale,4.0,240.0,3.0,0.0,Recife,Boa Viagem,3200000.0
1287,For rent,3.0,95.0,2.0,0.0,Jaboatão dos Guararapes,Candeias,2400.0
1288,For sale,2.0,,,,Paulista,Nobre,55000.0
1289,For sale,2.0,10.0,,0.0,Recife,Casa Amarela,347753.0
1290,For sale,2.0,58.0,,400.0,Jaboatão dos Guararapes,Piedade,360000.0
1291,For sale,4.0,103.0,2.0,250.0,Recife,Imbiribeira,230000.0
1292,For sale,2.0,140.0,,400.0,Olinda,Rio Doce,249900.0
1293,For sale,4.0,417.0,5.0,600.0,Camaragibe,Aldeia dos Camarás,1250006.0
1294,For sale,,40.0,,0.0,Recife,Boa Vista,270000.0
1295,,,20.0,,0.0,Recife,Boa Viagem,1200.0
1296,For sale,4.0,125.0,2.0,0.0,Recife,Casa Amarela,686658.0
1297,For sale,3.0,160.0,,0.0,Gravatá,Alpes Suiços,290000.0
1298,For sale,3.0,105.0,2.0,790.0,Jaboatão dos Guararapes,Candeias,550000.0
1299,For sale,4.0,168.0,,750.0,Recife,Boa Viagem,659000.0
1300,For sale,4.0,330.0,4.0,2400.0,Recife,Jaqueira,1900000.0
1301,For sale,2.0,58.0,,860.0,Recife,Jaqueira,750000.0
1302,,,429.0,,8200.0,Recife,Boa Vista,10720.0
1303,For sale,2.0,,,,Camaragibe,São João e São Paulo,85000.0
1304,For rent,,34.0,,,Recife,Pina,1200.0
1305,,,265.0,,0.0,Recife,Imbiribeira,770000.0
1306,For rent,4.0,207.0,3.0,0.0,Recife,Santo Amaro,7342.0
1307,For sale,2.0,64.0,,680.0,Recife,Aflitos,330000.0
1308,For sale,3.0,80.0,2.0,900.0,Recife,Campo Grande,410000.0
1309,For sale,,27.0,,202.0,Recife,Rosarinho,194500.0
1310,For sale,2.0,,,,Camaragibe,São João e São Paulo,85000.0
1311,For rent,,34.0,,,Recife,Pina,1200.0
1312,,,265.0,,0.0,Recife,Imbiribeira,770000.0
1313,For rent,4.0,207.0,3.0,0.0,Recife,Santo Amaro,7342.0
1314,For sale,2.0,64.0,,680.0,Recife,Aflitos,330000.0
1315,For sale,3.0,80.0,2.0,900.0,Recife,Campo Grande,410000.0
1316,For sale,,27.0,,202.0,Recife,Rosarinho,194500.0
1317,For sale,2.0,41.0,,0.0,Recife,Casa Amarela,328623.0
1318,For sale,4.0,250.0,3.0,0.0,Recife,Casa Forte,1800000.0
1319,For sale,3.0,78.0,,580.0,Recife,Bongi,380000.0
1320,For sale,2.0,60.0,,,Olinda,Casa Caiada,238990.0
1321,For sale,3.0,320.0,4.0,800.0,Camaragibe,Aldeia dos Camarás,1500000.0
1322,For sale,4.0,110.0,2.0,900.0,Recife,Espinheiro,784000.0
1323,For sale,,33.0,,,Abreu e Lima,Centro,0.0
1324,,,30.0,,392.0,Recife,Boa Viagem,1100.0
1325,For sale,,33.0,,,Abreu e Lima,Centro,0.0
1326,For rent,2.0,49.0,,239.0,Jaboatão dos Guararapes,Engenho Velho,650.0
1327,For sale,3.0,115.0,,650.0,Recife,Parnamirim,300000.0
1328,For sale,3.0,70.0,,680.0,Recife,Tamarineira,349999.0
1329,,,0.0,,,Recife,Passarinho,40000.0
1330,For sale,,33.0,,,Paulista,Maria Farinha,0.0
1331,,3.0,,5.0,,Recife,Boa Viagem,650.0
1332,For sale,,33.0,,,Olinda,Bairro Novo,0.0
1333,For sale,,33.0,,,Recife,Torre,0.0
1334,For sale,,33.0,,,Recife,Caxangá,0.0
1335,For sale,,33.0,,,Recife,Boa Viagem,0.0
1336,For sale,,33.0,,,Recife,Espinheiro,0.0
1337,For sale,3.0,80.0,,401.0,Recife,Iputinga,209500.0
1338,For sale,3.0,0.0,,,Jaboatão dos Guararapes,Piedade,160000.0
1339,For sale,,25.0,,20.0,Ipojuca,Porto de Galinhas,210000.0
1340,For sale,,0.0,,,Camaragibe,Aldeia dos Camarás,1390000.0
1341,For sale,3.0,129400.0,,,Olinda,Bairro Novo,280000.0
1342,For sale,,25.0,,20.0,Ipojuca,Porto de Galinhas,220000.0
1343,For sale,3.0,230.0,2.0,,Paulista,Janga,680000.0
1344,For sale,3.0,142.0,2.0,0.0,Recife,Boa Viagem,870000.0
1345,For sale,3.0,100.0,2.0,0.0,Recife,Boa Viagem,599900.0
1346,,,35.0,,400.0,Recife,Espinheiro,2000.0
1347,For sale,3.0,65.0,,0.0,Recife,Rosarinho,509000.0
1348,For rent,3.0,80.0,,0.0,Recife,Várzea,1800.0
1349,For sale,4.0,110.0,2.0,900.0,Recife,Espinheiro,0.0
1350,For sale,3.0,200.0,,,Paulista,Tabajara,110000.0
1351,For sale,2.0,,,,Olinda,Carmo,135000.0
1352,For sale,4.0,145.0,3.0,,Recife,Boa Viagem,1750000.0
1353,For sale,,25.0,,20.0,Ipojuca,Porto de Galinhas,210000.0
1354,For sale,,0.0,,,Camaragibe,Aldeia dos Camarás,1390000.0
1355,For sale,3.0,129400.0,,,Olinda,Bairro Novo,280000.0
1356,For sale,,25.0,,20.0,Ipojuca,Porto de Galinhas,220000.0
1357,For sale,3.0,230.0,2.0,,Paulista,Janga,680000.0
1358,For sale,3.0,142.0,2.0,0.0,Recife,Boa Viagem,870000.0
1359,For sale,3.0,100.0,2.0,0.0,Recife,Boa Viagem,599900.0
1360,,,35.0,,400.0,Recife,Espinheiro,2000.0
1361,For sale,3.0,65.0,,0.0,Recife,Rosarinho,509000.0
1362,For rent,3.0,80.0,,0.0,Recife,Várzea,1800.0
1363,For sale,4.0,110.0,2.0,900.0,Recife,Espinheiro,0.0
1364,For sale,3.0,200.0,,,Paulista,Tabajara,110000.0
1365,For sale,2.0,,,,Olinda,Carmo,135000.0
1366,For sale,4.0,145.0,3.0,,Recife,Boa Viagem,1750000.0
1367,For sale,3.0,86.0,2.0,700.0,Recife,Boa Viagem,920000.0
1368,For rent,,35.0,,,Jaboatão dos Guararapes,Barra de Jangada,1600.0
1369,For rent,3.0,184.0,,460.0,Jaboatão dos Guararapes,Piedade,2855.0
1370,,,281.0,,4500.0,Recife,Boa Viagem,12000.0
1371,For sale,3.0,140.0,,400.0,Gravatá,Gravatá Centro,300000.0
1372,For rent,5.0,174.0,,0.0,Recife,Tamarineira,1250.0
1373,For sale,2.0,,2.0,,Paulista,Maranguape II,160000.0
1374,For rent,,,,,Paulista,Artur Lundgren I,450.0
1375,For rent,3.0,,3.0,,Olinda,Ouro Preto,1100.0
1376,For rent,2.0,,,,Jaboatão dos Guararapes,Prazeres,680.0
1377,For sale,4.0,235.0,,,Caruaru,Indianópolis,460000.0
1378,For sale,3.0,105.0,2.0,,Recife,Boa Viagem,800000.0
1379,For sale,3.0,90.0,2.0,890.0,Jaboatão dos Guararapes,Piedade,545000.0
1380,For sale,3.0,102.0,2.0,845.0,Recife,Boa Viagem,700000.0
1381,For sale,4.0,,2.0,,Olinda,Carmo,700000.0
1382,For sale,3.0,90.0,,750.0,Recife,Boa Viagem,370000.0
1383,For sale,3.0,87.0,,450.0,Olinda,Casa Caiada,370000.0
1384,For sale,3.0,140.0,3.0,800.0,Recife,Casa Amarela,1100000.0
1385,For sale,3.0,93.0,2.0,850.0,Recife,Casa Amarela,570000.0
1386,For sale,5.0,248.0,5.0,700.0,Camaragibe,Aldeia dos Camarás,1100000.0
1387,For sale,3.0,95.0,,250.0,Olinda,Jardim Atlântico,220000.0
1388,For sale,2.0,60.0,,0.0,Olinda,Jardim Atlântico,165000.0
1389,For sale,3.0,74.0,,0.0,Olinda,Casa Caiada,300000.0
1390,For sale,2.0,59.0,,510.0,Recife,Boa Viagem,360000.0
1391,For sale,3.0,150.0,2.0,940.0,Recife,Boa Viagem,730000.0
1392,For sale,5.0,180.0,4.0,300.0,Gravatá,Nossa Senhora das Graças,650000.0
1393,For sale,4.0,323.0,3.0,1900.0,Recife,Boa Viagem,3500000.0
1394,For sale,4.0,134.0,2.0,,Recife,Madalena,1200000.0
1395,For sale,4.0,190.0,3.0,0.0,Cabo de Santo Agostinho,Paiva,2495000.0
1396,For sale,3.0,66.0,,700.0,Recife,Boa Viagem,379000.0
1397,For sale,3.0,150.0,2.0,940.0,Recife,Boa Viagem,730000.0
1398,For sale,5.0,180.0,4.0,300.0,Gravatá,Nossa Senhora das Graças,650000.0
1399,For sale,4.0,323.0,3.0,1900.0,Recife,Boa Viagem,3500000.0
1400,For sale,4.0,134.0,2.0,,Recife,Madalena,1200000.0
1401,For sale,4.0,190.0,3.0,0.0,Cabo de Santo Agostinho,Paiva,2495000.0
1402,For sale,3.0,66.0,,700.0,Recife,Boa Viagem,379000.0
1403,For sale,4.0,106.0,,900.0,Recife,Graças,515000.0
1404,For rent,2.0,45.0,,,Jaboatão dos Guararapes,Santana,900.0
1405,,,280.0,,,Gravatá,Nossa Senhora das Graças,950000.0
1406,For sale,3.0,0.0,,,Jaboatão dos Guararapes,Piedade,300000.0
1407,For sale,4.0,570.0,4.0,1000.0,Camaragibe,Aldeia dos Camarás,1200000.0
1408,For rent,,40.0,,,Recife,Boa Viagem,1800.0
1409,For sale,,35.0,,500.0,Recife,Boa Viagem,219000.0
1410,For sale,3.0,69.0,,500.0,Olinda,Rio Doce,260000.0
1411,For sale,3.0,90.0,2.0,550.0,Recife,Torre,360000.0
1412,For sale,3.0,114.0,3.0,,Olinda,Bairro Novo,329000.0
1413,For sale,3.0,79.0,,550.0,Recife,Madalena,465000.0
1414,For rent,4.0,134.0,3.0,0.0,Jaboatão dos Guararapes,Candeias,8000.0
1415,For sale,3.0,200.0,3.0,0.0,Recife,Ipsep,580000.0
1416,For sale,5.0,260.0,5.0,0.0,Recife,Parnamirim,1400000.0
1417,,,1100.0,,,Igarassu,Monjope,55000.0
1418,,,2000.0,,,Jaboatão dos Guararapes,Guararapes,
1419,For sale,3.0,170.0,,700.0,Recife,Boa Viagem,590000.0
1420,For sale,2.0,53.0,,580.0,Recife,Boa Viagem,450000.0
1421,For rent,3.0,64.0,,0.0,Olinda,Casa Caiada,2499.0
1422,For rent,3.0,130.0,,0.0,Recife,Boa Viagem,4000.0
1423,,,375.0,,1500.0,Camaragibe,Aldeia dos Camarás,180000.0
1424,For sale,4.0,152.0,2.0,11.0,Recife,Boa Viagem,1620000.0
1425,For sale,4.0,300.0,2.0,1800.0,Jaboatão dos Guararapes,Piedade,1850000.0
1426,For rent,2.0,62.0,,0.0,Recife,Boa Viagem,4700.0
1427,For rent,2.0,60.0,,0.0,Recife,Ponto de Parada,2500.0
1428,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,819653.0
1429,For sale,4.0,185.0,2.0,0.0,Caruaru,Nova Caruaru,500000.0
1430,For sale,2.0,62.0,,600.0,Recife,Graças,400000.0
1431,For rent,4.0,251.0,4.0,,Cabo de Santo Agostinho,Paiva,15000.0
1432,For sale,3.0,105.0,2.0,790.0,Jaboatão dos Guararapes,Candeias,550000.0
1433,For sale,3.0,105.0,2.0,790.0,Jaboatão dos Guararapes,Candeias,550000.0
1434,For sale,3.0,70.0,2.0,0.0,Recife,Boa Vista,525000.0
1435,For sale,3.0,72.0,,575.0,Recife,Iputinga,400000.0
1436,For rent,3.0,100.0,2.0,0.0,Recife,Madalena,4300.0
1437,For sale,4.0,350.0,4.0,700.0,Camaragibe,Aldeia dos Camarás,1099000.0
1438,For sale,3.0,0.0,,,Jaboatão dos Guararapes,Piedade,190000.0
1439,For sale,3.0,62.0,2.0,0.0,Jaboatão dos Guararapes,Piedade,400000.0
1440,For sale,4.0,240.0,,1298.0,Recife,Boa Viagem,959000.0
1441,For sale,4.0,204.0,3.0,0.0,Recife,Jaqueira,1800000.0
1442,,,143.0,,0.0,Recife,Ipsep,4500.0
1443,For sale,4.0,157.0,3.0,1600.0,Recife,Boa Viagem,1300000.0
1444,For sale,3.0,97.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,780000.0
1445,For sale,4.0,350.0,4.0,800.0,Camaragibe,Aldeia dos Camarás,949900.0
1446,For rent,5.0,345.0,5.0,,Jaboatão dos Guararapes,Piedade,8000.0
1447,For sale,5.0,450.0,3.0,1.0,Jaboatão dos Guararapes,Candeias,738000.0
1448,For sale,2.0,51.0,2.0,0.0,Recife,Torre,391000.0
1449,For sale,2.0,58.0,,495.0,Recife,Encruzilhada,494000.0
1450,For sale,3.0,160.0,2.0,1100.0,Recife,Boa Viagem,850000.0
1451,,,0.0,,2950.0,Paulista,Janga,56000.0
1452,For sale,2.0,49.0,,0.0,Recife,Casa Amarela,360000.0
1453,For sale,4.0,136.0,2.0,1050.0,Recife,Boa Viagem,1250000.0
1454,,,832.0,,,Recife,Brejo da Guabiraba,100000.0
1455,For sale,3.0,66.0,,400.0,Jaboatão dos Guararapes,Candeias,400000.0
1456,For sale,3.0,136.0,2.0,900.0,Recife,Espinheiro,949900.0
1457,For sale,4.0,240.0,3.0,1500.0,Recife,Boa Viagem,1700000.0
1458,,,20.0,,0.0,Olinda,Peixinhos,35000.0
1459,For sale,2.0,44.0,,400.0,Recife,Boa Viagem,359000.0
1460,For sale,4.0,186.0,2.0,1150.0,Recife,Casa Amarela,900000.0
1461,,,960.0,,0.0,Jaboatão dos Guararapes,Prazeres,6000.0
1462,,,950.0,,0.0,Recife,Ipsep,11000.0
1463,For sale,2.0,79.0,,437.0,Recife,Boa Viagem,250000.0
1464,For sale,3.0,92.0,3.0,600.0,Recife,Boa Viagem,1200000.0
1465,For sale,4.0,181.0,3.0,0.0,Cabo de Santo Agostinho,Paiva,1452000.0
1466,,,58.0,,498.0,Recife,Santo Antônio,1192.0
1467,,,2200.0,,0.0,Jaboatão dos Guararapes,Guararapes,33000.0
1468,,,1200.0,,0.0,Recife,Jordão,2500000.0
1469,For sale,2.0,0.0,,,Paulista,Pau Amarelo,219000.0
1470,For sale,2.0,50.0,,720.0,Recife,Aflitos,320000.0
1471,For sale,3.0,81.0,2.0,481.0,Recife,Boa Viagem,750000.0
1472,For sale,,41.0,,,Olinda,Casa Caiada,350000.0
1473,For sale,2.0,52.0,,415.0,Recife,Boa Viagem,300000.0
1474,For sale,3.0,150.0,,0.0,Gravatá,Santana,350000.0
1475,For rent,,26.0,,0.0,Recife,Cordeiro,550.0
1476,For sale,,36.0,,360.0,Recife,Graças,340000.0
1477,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,916835.0
1478,For sale,4.0,360.0,3.0,0.0,Recife,Boa Viagem,3600000.0
1479,For sale,3.0,75.0,,550.0,Recife,Madalena,420000.0
1480,For sale,3.0,89.0,2.0,800.0,Recife,Madalena,640000.0
1481,For sale,2.0,70.0,2.0,2800.0,Gravatá,Alpes Suiços,600000.0
1482,For sale,2.0,454.0,,0.0,Recife,Torre,350000.0
1483,For sale,3.0,104.0,,750.0,Recife,Boa Viagem,350000.0
1484,,,330.0,,,Recife,Boa Viagem,6000.0
1485,For sale,2.0,60.0,,140.0,Caruaru,Indianópolis,140000.0
1486,For rent,3.0,100.0,2.0,0.0,Recife,Madalena,4300.0
1487,For sale,2.0,43.0,,30.0,Recife,Várzea,158700.0
1488,For sale,3.0,116.0,2.0,700.0,Olinda,Casa Caiada,630000.0
1489,For sale,,39.0,,390.0,Jaboatão dos Guararapes,Candeias,280000.0
1490,For sale,4.0,300.0,4.0,0.0,Caruaru,Nova Caruaru,2000000.0
1491,For sale,2.0,49.0,,0.0,Recife,Madalena,264000.0
1492,For sale,3.0,110.0,,500.0,Recife,Santo Amaro,360000.0
1493,For sale,3.0,65.0,,640.0,Recife,Boa Viagem,300000.0
1494,For sale,4.0,180.0,2.0,1700.0,Recife,Espinheiro,600000.0
1495,For sale,,,,2.0,Ipojuca,Porto de Galinhas,289900.0
1496,For sale,2.0,109.0,2.0,0.0,Paulista,Nossa Senhora da Conceição,220000.0
1497,For sale,3.0,100.0,2.0,780.0,Recife,Boa Viagem,699000.0
1498,For sale,2.0,50.0,,0.0,Paulista,Janga,200000.0
1499,For sale,2.0,46.0,,400.0,Recife,Imbiribeira,240000.0
1500,,,275.0,,0.0,Gravatá,Gravatá Centro,85000.0
1501,,,0.0,,,Gravatá,Gravatá Centro,1500000.0
1502,For sale,4.0,246.0,2.0,400.0,Gravatá,Gravatá Centro,590000.0
1503,For sale,2.0,70.0,,700.0,Recife,Boa Viagem,335000.0
1504,For rent,3.0,10.0,2.0,0.0,Recife,Santana,4000.0
1505,,,136.0,,1499.0,Recife,Boa Viagem,6000.0
1506,For sale,3.0,145.0,,1026.0,Recife,Espinheiro,650000.0
1507,For sale,3.0,80.0,,0.0,Jaboatão dos Guararapes,Candeias,390000.0
1508,For sale,4.0,181.0,2.0,1200.0,Recife,Graças,800000.0
